id, orig-N, orig-M, orig-time, basic-N, basic-M, basic-time, known-N, known-M, known-time, all_dom-N, all_dom-M, all_dom-time, fast_dom-N, fast_dom-M, fast_dom-time, dom12-N, dom12-M, dom12-time, dom3-N, dom3-M, dom3-time, dom4-N, dom4-M, dom4-time, dom5-N, dom5-M, dom5-time, dom_nca-N, dom_nca-M, dom_nca-time, dom_nca_full-N, dom_nca_full-M, dom_nca_full-time, dom_mixed-N, dom_mixed-M, dom_mixed-time, dom_mixed_full-N, dom_mixed_full-M, dom_mixed_full-time
e_134, 32741, 256870, 0.00, 30849, 246884, 0.03, 23914, 160821, 0.66, 18940, 104135, 3.77, 18946, 104220, 6.39, 23345, 153485, 7.66, 18945, 104198, 10.08, 18946, 104220, 12.29, 18945, 104198, 14.48, 18945, 104207, 16.52, 18945, 104198, 19.46, 19011, 105075, 21.50, 18945, 104198, 23.72
e_135, 32716, 240816, 0.00, 29867, 226939, 0.03, 21426, 132930, 0.57, 16901, 87088, 4.44, 16912, 87256, 7.92, 20689, 124151, 9.71, 16910, 87249, 12.87, 16912, 87256, 15.35, 16910, 87249, 18.29, 16910, 87310, 20.71, 16910, 87249, 23.94, 17036, 88398, 26.29, 16910, 87249, 29.29
e_136, 65532, 288528, 0.00, 61731, 268040, 0.05, 25763, 93371, 0.44, 17309, 53146, 1.62, 17309, 53146, 2.66, 25756, 93349, 3.16, 17309, 53146, 4.51, 17309, 53146, 6.06, 17309, 53146, 7.14, 17309, 53146, 8.32, 17309, 53146, 9.73, 17733, 54339, 10.81, 17309, 53146, 11.86
e_137, 2048, 7003, 0.00, 640, 3188, 0.00, 637, 3139, 0.00, 636, 3121, 0.43, 637, 3139, 0.44, 637, 3139, 0.45, 637, 3139, 0.45, 637, 3139, 0.46, 637, 3139, 0.46, 637, 3139, 0.47, 637, 3139, 0.47, 637, 3139, 0.48, 637, 3139, 0.48
e_138, 65530, 273310, 0.00, 56569, 229701, 0.05, 14074, 44775, 0.32, 11063, 31280, 0.87, 11063, 31280, 1.37, 14072, 44760, 1.73, 11063, 31280, 2.26, 11063, 31280, 3.03, 11063, 31280, 3.71, 11063, 31280, 4.21, 11063, 31280, 4.82, 11063, 31280, 5.33, 11063, 31280, 5.83
e_139, 65535, 288492, 0.00, 61700, 267847, 0.05, 25698, 93357, 0.45, 17765, 55178, 1.68, 17765, 55178, 2.96, 25698, 93357, 3.65, 17765, 55178, 5.11, 17765, 55178, 6.59, 17765, 55178, 8.13, 17765, 55178, 9.23, 17765, 55178, 10.76, 17765, 55178, 12.23, 17765, 55178, 13.59
e_140, 65522, 273600, 0.00, 56347, 228891, 0.05, 14901, 47577, 0.33, 11297, 31607, 1.25, 11297, 31607, 1.92, 14900, 47571, 2.26, 11297, 31607, 3.09, 11297, 31607, 3.96, 11297, 31607, 4.85, 11297, 31607, 5.71, 11297, 31607, 6.43, 11297, 31607, 7.32, 11297, 31607, 7.95
e_141, 65536, 303686, 0.00, 29972, 105242, 0.34, 29903, 104926, 0.60, 29726, 104214, 1.08, 29900, 104934, 1.41, 29929, 105076, 1.75, 29915, 104996, 2.10, 29857, 104814, 2.40, 29919, 104986, 2.63, 29929, 105052, 2.84, 29914, 104980, 3.08, 29903, 104922, 3.44, 29930, 105016, 3.82
e_142, 65527, 273337, 0.00, 56843, 230657, 0.07, 13916, 44077, 0.53, 10809, 30244, 1.25, 10809, 30244, 1.77, 13915, 44066, 2.33, 10809, 30244, 2.97, 10809, 30244, 3.66, 10809, 30244, 4.19, 10809, 30244, 4.71, 10809, 30244, 5.24, 10809, 30244, 5.77, 10809, 30244, 6.30
e_143, 65536, 303696, 0.00, 29029, 100868, 0.34, 28931, 100492, 0.56, 28965, 100616, 1.04, 28894, 100296, 1.37, 29023, 100848, 1.70, 28943, 100536, 2.05, 28989, 100684, 2.40, 28973, 100626, 2.75, 28965, 100628, 3.10, 28972, 100658, 3.46, 28883, 100328, 3.69, 28987, 100720, 3.92
e_144, 65536, 303996, 0.00, 29817, 104676, 0.28, 29687, 104146, 0.47, 29784, 104560, 0.79, 29693, 104128, 1.02, 29773, 104494, 1.31, 29812, 104650, 1.65, 29746, 104402, 1.88, 29634, 104038, 2.13, 29747, 104416, 2.36, 29717, 104282, 2.64, 29787, 104550, 3.03, 29709, 104236, 3.43
e_145, 2048, 27086, 0.00, 2037, 27060, 0.00, 1994, 23196, 0.02, 1862, 20171, 0.13, 1862, 20191, 0.22, 1975, 22644, 0.30, 1862, 20191, 0.42, 1862, 20191, 0.54, 1862, 20191, 0.66, 1862, 20203, 0.77, 1862, 20191, 0.89, 1862, 20204, 1.00, 1862, 20191, 1.12
e_146, 65532, 288796, 0.00, 61761, 268581, 0.05, 26036, 94451, 0.46, 17413, 53134, 1.60, 17413, 53134, 2.87, 26036, 94451, 3.58, 17413, 53134, 4.71, 17413, 53134, 5.79, 17413, 53134, 6.87, 17413, 53134, 7.90, 17413, 53134, 8.98, 17413, 53134, 10.11, 17413, 53134, 11.27
e_147, 1024, 25052, 0.00, 721, 12910, 0.01, 721, 12910, 0.01, 721, 12910, 0.03, 721, 12910, 0.04, 721, 12910, 0.05, 721, 12910, 0.06, 721, 12910, 0.07, 721, 12910, 0.07, 721, 12910, 0.08, 721, 12910, 0.09, 721, 12910, 0.10, 721, 12910, 0.11
e_148, 2048, 25737, 0.00, 2010, 25512, 0.00, 1921, 21214, 0.04, 1800, 18478, 0.33, 1806, 18901, 0.59, 1862, 20048, 0.83, 1801, 18810, 1.03, 1806, 18901, 1.21, 1801, 18810, 1.40, 1801, 18880, 1.60, 1801, 18810, 1.91, 1804, 18881, 2.15, 1801, 18810, 2.45
e_149, 1024, 3624, 0.00, 400, 1987, 0.00, 392, 1921, 0.00, 389, 1903, 5.83, 392, 1921, 5.83, 392, 1921, 5.86, 392, 1921, 5.89, 392, 1921, 5.89, 392, 1921, 5.92, 392, 1921, 5.95, 392, 1921, 5.97, 392, 1921, 6.00, 392, 1921, 6.03
e_150, 1024, 22042, 0.00, 1024, 22042, 0.00, 1018, 20063, 0.02, 970, 18353, 0.10, 970, 18373, 0.16, 1015, 19938, 0.19, 970, 18373, 0.25, 970, 18373, 0.31, 970, 18373, 0.37, 970, 18384, 0.43, 970, 18373, 0.49, 973, 18511, 0.54, 970, 18373, 0.60
e_151, 65534, 653240, 0.00, 65153, 651037, 0.06, 61127, 581170, 0.78, 44733, 305187, 5.64, 44733, 305187, 11.26, 61093, 580477, 13.28, 44733, 305187, 18.15, 44733, 305187, 22.64, 44733, 305187, 28.40, 44733, 305187, 34.45, 44733, 305187, 38.90, 44741, 305356, 43.80, 44733, 305187, 48.12
e_152, 65531, 618237, 0.00, 64757, 613941, 0.06, 59136, 508459, 0.79, 46916, 316924, 8.34, 46917, 316948, 14.21, 58844, 502803, 17.88, 46917, 316948, 24.49, 46917, 316948, 29.48, 46917, 316948, 35.81, 46917, 316948, 41.46, 46917, 316948, 47.55, 46942, 317644, 53.22, 46917, 316948, 58.36
e_153, 2043, 22306, 0.00, 1971, 21826, 0.00, 1881, 18161, 0.04, 1770, 15612, 0.57, 1794, 16789, 0.77, 1814, 17066, 0.93, 1783, 16583, 1.13, 1794, 16789, 1.32, 1782, 16555, 1.55, 1787, 16646, 1.73, 1782, 16555, 1.97, 1782, 16574, 2.17, 1782, 16555, 2.38
e_154, 65536, 653641, 0.00, 65157, 651490, 0.06, 61101, 582135, 0.75, 44975, 308997, 5.91, 44975, 308997, 10.54, 61047, 580942, 12.22, 44975, 308997, 17.13, 44975, 308997, 21.48, 44975, 308997, 26.47, 44975, 308997, 31.97, 44975, 308997, 36.55, 44985, 309178, 42.23, 44975, 308997, 47.81
e_155, 65529, 619239, 0.00, 64752, 614915, 0.06, 58984, 508011, 0.80, 47071, 320780, 7.97, 47074, 320816, 13.68, 58720, 503496, 16.99, 47074, 320816, 22.61, 47074, 320816, 29.39, 47074, 320816, 34.45, 47074, 320816, 40.24, 47074, 320816, 46.86, 47157, 322118, 52.47, 47074, 320816, 57.63
e_156, 65522, 584478, 0.00, 63837, 575281, 0.06, 56009, 438565, 1.04, 45733, 293499, 7.35, 45734, 293530, 13.11, 55388, 428416, 17.59, 45734, 293530, 24.91, 45734, 293530, 32.22, 45734, 293530, 38.19, 45734, 293532, 44.43, 45734, 293530, 51.00, 45845, 295154, 57.95, 45734, 293530, 64.62
e_157, 65536, 652583, 0.00, 65181, 650588, 0.06, 61067, 579859, 0.61, 44909, 306105, 5.11, 44909, 306105, 9.23, 60993, 578324, 11.87, 44909, 306105, 16.25, 44909, 306105, 20.64, 44909, 306105, 24.87, 44909, 306105, 29.87, 44909, 306105, 34.21, 44914, 306222, 38.66, 44909, 306105, 43.90
e_158, 65521, 584837, 0.00, 63834, 575553, 0.06, 55990, 440213, 1.51, 45911, 298034, 9.29, 45936, 298230, 16.71, 55286, 429621, 20.74, 45911, 298047, 28.11, 45936, 298230, 34.66, 45911, 298047, 41.49, 45911, 298050, 47.37, 45911, 298047, 54.04, 46000, 299564, 61.17, 45911, 298047, 68.99
e_159, 65503, 550097, 0.00, 62512, 534038, 0.06, 52301, 374322, 1.12, 43177, 257964, 10.34, 43182, 258132, 18.01, 51198, 358212, 21.70, 43181, 258118, 29.51, 43182, 258132, 35.90, 43181, 258118, 43.64, 43181, 258162, 50.78, 43181, 258118, 59.38, 43396, 260909, 67.13, 43181, 258118, 74.57
e_160, 2048, 32172, 0.00, 1271, 12870, 0.02, 1271, 12870, 0.03, 1271, 12870, 0.05, 1271, 12870, 0.07, 1271, 12870, 0.08, 1271, 12870, 0.09, 1271, 12870, 0.11, 1271, 12870, 0.12, 1271, 12870, 0.14, 1271, 12870, 0.15, 1271, 12870, 0.17, 1271, 12870, 0.18
e_161, 2048, 28713, 0.00, 2042, 28658, 0.00, 1987, 25450, 0.02, 1815, 21206, 0.12, 1815, 21208, 0.23, 1976, 25101, 0.30, 1815, 21208, 0.41, 1815, 21208, 0.53, 1815, 21208, 0.64, 1815, 21211, 0.70, 1815, 21208, 0.78, 1816, 21248, 0.85, 1815, 21208, 0.92
e_162, 131066, 573836, 0.00, 123407, 533092, 0.10, 48574, 174279, 1.23, 33641, 102880, 5.86, 33641, 102880, 9.71, 48574, 174279, 11.03, 33641, 102880, 14.21, 33641, 102880, 17.03, 33641, 102880, 20.04, 33641, 102880, 23.47, 33641, 102880, 27.13, 33641, 102880, 30.49, 33641, 102880, 34.29
e_163, 131067, 574081, 0.00, 123088, 530853, 0.10, 49103, 175843, 1.73, 35070, 106913, 5.23, 35070, 106913, 8.60, 49102, 175835, 10.03, 35070, 106913, 12.48, 35070, 106913, 14.93, 35070, 106913, 17.46, 35070, 106913, 20.74, 35070, 106913, 24.30, 35070, 106913, 27.27, 35070, 106913, 30.31
e_164, 65497, 549544, 0.00, 62806, 534981, 0.06, 52341, 373712, 1.29, 43635, 261970, 10.81, 43665, 262327, 19.88, 51241, 357560, 25.45, 43653, 262268, 34.89, 43665, 262327, 42.90, 43653, 262268, 52.38, 43654, 262356, 60.66, 43653, 262268, 69.07, 43877, 265069, 76.04, 43653, 262268, 84.35
e_165, 131072, 603932, 0.00, 56612, 195962, 0.61, 56399, 195180, 1.14, 56453, 195292, 1.84, 56516, 195600, 2.34, 56457, 195354, 3.17, 56524, 195562, 4.00, 56553, 195736, 4.72, 56564, 195728, 5.23, 56444, 195344, 5.71, 56463, 195378, 6.23, 56372, 195086, 6.73, 56467, 195418, 7.22
e_166, 65519, 583890, 0.00, 63962, 575286, 0.06, 56092, 438456, 1.05, 46416, 298453, 9.80, 46449, 298728, 16.07, 55462, 428104, 19.72, 46448, 298714, 25.98, 46449, 298728, 33.46, 46448, 298714, 39.71, 46448, 298722, 45.22, 46448, 298714, 51.71, 46548, 300384, 57.31, 46448, 298714, 64.06
e_167, 1024, 5487, 0.00, 563, 3546, 0.00, 563, 3527, 0.00, 563, 3526, 1.20, 563, 3527, 1.20, 563, 3527, 1.21, 563, 3527, 1.21, 563, 3527, 1.22, 563, 3527, 1.22, 563, 3527, 1.22, 563, 3527, 1.23, 563, 3527, 1.23, 563, 3527, 1.23
e_168, 65502, 550435, 0.00, 62564, 534652, 0.06, 52174, 374537, 1.51, 43439, 263785, 11.28, 43459, 264138, 18.71, 51030, 359348, 23.26, 43450, 264042, 30.63, 43459, 264138, 38.42, 43450, 264042, 46.42, 43451, 264122, 54.29, 43450, 264042, 63.13, 43681, 266715, 70.17, 43450, 264042, 77.76
e_169, 131072, 604300, 0.00, 55579, 191746, 0.72, 55300, 190640, 1.07, 55318, 190784, 1.72, 55376, 190940, 2.20, 55319, 190786, 2.68, 55258, 190528, 3.14, 55260, 190526, 3.65, 55400, 191076, 4.16, 55415, 191182, 4.63, 55303, 190674, 5.17, 55380, 191026, 5.67, 55333, 190668, 6.19
e_170, 131063, 573737, 0.00, 123213, 531438, 0.10, 48226, 172342, 1.25, 34282, 104389, 4.49, 34282, 104389, 6.85, 48226, 172342, 8.07, 34282, 104389, 10.85, 34282, 104389, 13.05, 34282, 104389, 15.60, 34282, 104389, 17.94, 34282, 104389, 20.55, 34282, 104389, 23.84, 34282, 104389, 26.38
e_171, 131072, 604042, 0.00, 54761, 187778, 0.59, 54474, 186782, 0.96, 54509, 186948, 1.66, 54673, 187478, 2.12, 54553, 187062, 2.60, 54583, 187146, 3.04, 54588, 187212, 3.48, 54663, 187422, 3.95, 54631, 187292, 4.41, 54602, 187214, 5.16, 54661, 187388, 5.67, 54635, 187354, 6.15
e_172, 4096, 67676, 0.00, 4091, 67650, 0.00, 4027, 63480, 0.03, 3540, 49143, 0.21, 3540, 49143, 0.36, 4015, 63255, 0.45, 3540, 49143, 0.60, 3540, 49143, 0.78, 3540, 49143, 1.02, 3540, 49143, 1.26, 3540, 49143, 1.51, 3540, 49150, 1.73, 3540, 49143, 1.89
e_173, 1024, 23175, 0.00, 1024, 23175, 0.00, 1017, 21012, 0.01, 992, 19959, 0.07, 992, 19980, 0.10, 1014, 20828, 0.13, 992, 19980, 0.16, 992, 19980, 0.20, 992, 19980, 0.23, 992, 19993, 0.26, 992, 19980, 0.29, 992, 19992, 0.32, 992, 19980, 0.36
e_174, 1010, 2048, 0.00, 236, 868, 0.00, 235, 870, 0.00, 235, 870, 0.31, 235, 870, 0.31, 235, 870, 0.32, 235, 870, 0.33, 235, 870, 0.33, 235, 870, 0.33, 235, 870, 0.34, 235, 870, 0.35, 235, 870, 0.35, 235, 870, 0.36
e_175, 2043, 22520, 0.00, 1962, 22087, 0.00, 1839, 18320, 0.04, 1683, 14974, 0.65, 1705, 16147, 0.85, 1742, 16807, 1.19, 1703, 16102, 1.49, 1705, 16147, 1.76, 1703, 16102, 2.00, 1703, 16153, 2.15, 1703, 16102, 2.35, 1703, 16124, 2.61, 1703, 16102, 2.91
e_176, 4096, 66372, 0.00, 4096, 66372, 0.01, 4043, 62465, 0.04, 3617, 49798, 0.31, 3617, 49798, 0.55, 4034, 62205, 0.69, 3617, 49798, 0.95, 3617, 49798, 1.22, 3617, 49798, 1.48, 3617, 49798, 1.74, 3617, 49798, 2.01, 3617, 49807, 2.25, 3617, 49798, 2.45
e_177, 32766, 320320, 0.00, 15212, 78752, 0.27, 15212, 78752, 0.47, 15212, 78752, 0.86, 15212, 78752, 1.14, 15212, 78752, 1.32, 15212, 78752, 1.51, 15207, 78726, 1.70, 15212, 78752, 1.90, 15212, 78752, 2.08, 15212, 78752, 2.28, 15212, 78752, 2.53, 15212, 78752, 2.84
e_178, 4096, 66408, 0.00, 4096, 66408, 0.00, 4059, 62771, 0.03, 3562, 47917, 0.20, 3562, 47917, 0.35, 4052, 62497, 0.43, 3562, 47917, 0.57, 3562, 47917, 0.72, 3562, 47917, 0.92, 3562, 47917, 1.14, 3562, 47917, 1.38, 3562, 47925, 1.59, 3562, 47917, 1.83
e_179, 2048, 27346, 0.00, 2027, 27248, 0.00, 1976, 23241, 0.02, 1864, 20693, 0.13, 1864, 20699, 0.22, 1949, 22572, 0.29, 1864, 20699, 0.37, 1864, 20699, 0.45, 1864, 20699, 0.54, 1864, 20717, 0.62, 1864, 20699, 0.70, 1865, 20740, 0.78, 1864, 20699, 0.86
e_180, 32765, 320832, 0.00, 14949, 77906, 0.38, 14949, 77906, 0.63, 14949, 77906, 1.00, 14949, 77906, 1.30, 14949, 77906, 1.49, 14949, 77906, 1.68, 14949, 77906, 1.86, 14949, 77906, 2.05, 14949, 77906, 2.23, 14949, 77906, 2.43, 14949, 77906, 2.61, 14949, 77906, 2.81
e_181, 32767, 321088, 0.00, 15090, 78324, 0.24, 15090, 78324, 0.39, 15090, 78324, 0.62, 15090, 78324, 0.80, 15090, 78324, 1.03, 15090, 78324, 1.31, 15085, 78298, 1.59, 15090, 78324, 1.88, 15090, 78324, 2.15, 15090, 78324, 2.44, 15090, 78324, 2.71, 15090, 78324, 2.99
e_182, 1002, 2048, 0.00, 240, 877, 0.00, 240, 876, 0.00, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.08, 240, 876, 0.09, 240, 876, 0.09
e_183, 1024, 5471, 0.00, 549, 3678, 0.00, 548, 3650, 0.00, 548, 3636, 4.85, 548, 3650, 4.86, 548, 3650, 4.88, 548, 3650, 4.89, 548, 3650, 4.90, 548, 3650, 4.92, 548, 3650, 4.93, 548, 3650, 4.95, 548, 3650, 4.97, 548, 3650, 4.99
e_184, 131065, 1315170, 0.00, 129909, 1308043, 0.12, 121996, 1113877, 1.70, 100715, 746203, 19.16, 100723, 746277, 35.35, 121319, 1100654, 43.56, 100723, 746277, 61.32, 100723, 746277, 79.02, 100723, 746277, 97.13, 100723, 746277, 115.13, 100723, 746277, 133.98, 100855, 748460, 149.78, 100723, 746277, 167.21
e_185, 4096, 62879, 0.00, 4090, 62825, 0.00, 4016, 56236, 0.03, 3764, 49129, 0.31, 3764, 49131, 0.45, 4001, 55758, 0.55, 3764, 49131, 0.69, 3764, 49131, 0.83, 3764, 49131, 0.97, 3764, 49131, 1.11, 3764, 49131, 1.25, 3765, 49184, 1.38, 3764, 49131, 1.52
e_186, 2047, 23928, 0.00, 1973, 23543, 0.00, 1845, 19433, 0.04, 1733, 16698, 0.53, 1746, 17631, 0.83, 1784, 18267, 1.11, 1738, 17474, 1.45, 1746, 17631, 1.72, 1738, 17474, 1.96, 1738, 17546, 2.15, 1738, 17474, 2.40, 1738, 17490, 2.62, 1738, 17474, 2.89
e_187, 1024, 3632, 0.00, 427, 2073, 0.00, 424, 2012, 0.00, 424, 2010, 0.68, 424, 2012, 0.68, 424, 2012, 0.68, 424, 2012, 0.69, 424, 2012, 0.69, 424, 2012, 0.69, 424, 2012, 0.69, 424, 2012, 0.70, 424, 2012, 0.70, 424, 2012, 0.70
e_188, 4096, 62913, 0.00, 4092, 62899, 0.00, 4053, 56642, 0.04, 3777, 49284, 0.33, 3777, 49284, 0.67, 4019, 55787, 0.85, 3777, 49284, 1.19, 3777, 49284, 1.52, 3777, 49284, 1.79, 3777, 49287, 1.98, 3777, 49284, 2.19, 3782, 49365, 2.37, 3777, 49284, 2.59
e_189, 999, 2048, 0.00, 243, 855, 0.00, 243, 855, 0.00, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03, 243, 855, 0.03
e_190, 2048, 7005, 0.00, 649, 3189, 0.00, 647, 3155, 0.00, 646, 3140, 0.39, 647, 3155, 0.40, 647, 3155, 0.40, 647, 3155, 0.41, 647, 3155, 0.41, 647, 3155, 0.41, 647, 3155, 0.42, 647, 3155, 0.42, 647, 3155, 0.43, 647, 3155, 0.43
e_191, 2005, 4143, 0.00, 511, 1871, 0.00, 511, 1871, 0.00, 511, 1871, 0.01, 511, 1871, 0.02, 511, 1871, 0.02, 511, 1871, 0.02, 511, 1871, 0.02, 511, 1871, 0.02, 511, 1871, 0.02, 511, 1871, 0.03, 511, 1871, 0.03, 511, 1871, 0.03
e_192, 2048, 7307, 0.00, 812, 4093, 0.00, 812, 4084, 0.00, 812, 4080, 0.10, 812, 4084, 0.10, 812, 4084, 0.10, 812, 4084, 0.11, 812, 4084, 0.11, 812, 4084, 0.12, 812, 4084, 0.12, 812, 4084, 0.13, 812, 4084, 0.13, 812, 4084, 0.14
e_193, 1024, 17144, 0.00, 1005, 17001, 0.00, 994, 15983, 0.02, 985, 15639, 0.40, 986, 15815, 0.48, 990, 15881, 0.56, 987, 15839, 0.63, 986, 15815, 0.71, 986, 15815, 0.81, 986, 15817, 0.88, 986, 15815, 0.97, 986, 15817, 1.05, 986, 15815, 1.14
e_194, 2048, 15440, 0.00, 1522, 13090, 0.00, 1522, 13055, 0.01, 1522, 13052, 0.33, 1522, 13055, 0.34, 1522, 13055, 0.35, 1522, 13055, 0.36, 1522, 13055, 0.38, 1522, 13055, 0.39, 1522, 13055, 0.40, 1522, 13055, 0.41, 1522, 13055, 0.43, 1522, 13055, 0.44
e_195, 1024, 32768, 0.00, 1024, 32768, 0.00, 1024, 32768, 0.01, 1024, 32768, 0.09, 1024, 32768, 0.12, 1024, 32768, 0.14, 1024, 32768, 0.16, 1024, 32768, 0.18, 1024, 32768, 0.21, 1024, 32768, 0.22, 1024, 32768, 0.25, 1024, 32768, 0.27, 1024, 32768, 0.29
e_196, 1024, 16384, 0.00, 1024, 16384, 0.00, 1024, 16384, 0.00, 1024, 16384, 0.07, 1024, 16384, 0.08, 1024, 16384, 0.09, 1024, 16384, 0.10, 1024, 16384, 0.11, 1024, 16384, 0.12, 1024, 16384, 0.13, 1024, 16384, 0.14, 1024, 16384, 0.15, 1024, 16384, 0.17
e_197, 4096, 93346, 0.00, 4085, 93276, 0.01, 4078, 90123, 0.08, 4071, 89394, 2.62, 4071, 89828, 2.89, 4074, 89925, 3.06, 4071, 89828, 3.29, 4071, 89828, 3.51, 4071, 89828, 3.82, 4071, 89832, 4.09, 4071, 89828, 4.45, 4071, 89828, 4.80, 4071, 89828, 5.16
e_198, 8192, 230662, 0.00, 8192, 230662, 0.01, 8182, 219681, 0.20, 8150, 217112, 3.33, 8156, 218605, 4.61, 8164, 218843, 5.87, 8150, 218422, 7.50, 8156, 218605, 8.45, 8150, 218422, 9.91, 8150, 218507, 11.02, 8150, 218422, 12.74, 8150, 218424, 14.74, 8150, 218422, 16.89
e_199, 16384, 559996, 0.00, 16384, 559996, 0.02, 16384, 533425, 0.20, 16154, 519032, 2.86, 16154, 519037, 4.22, 16364, 532190, 5.06, 16154, 519037, 6.43, 16154, 519037, 7.80, 16154, 519037, 9.76, 16154, 519050, 11.48, 16154, 519037, 13.67, 16156, 519151, 14.87, 16154, 519037, 16.27
e_200, 32767, 503421, 0.00, 32464, 500904, 0.04, 32302, 470067, 0.74, 32136, 461679, 15.18, 32168, 466578, 19.76, 32196, 467258, 25.03, 32170, 466678, 30.00, 32168, 466578, 34.28, 32156, 466268, 41.14, 32161, 466504, 45.90, 32156, 466268, 52.37, 32153, 466308, 58.40, 32156, 466268, 63.86
h_001, 1014, 2103, 0.00, 260, 929, 0.00, 260, 929, 0.00, 260, 928, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03, 260, 929, 0.03
h_002, 1024, 3473, 0.00, 302, 1516, 0.00, 300, 1492, 0.00, 289, 1411, 100.40, 300, 1492, 100.40, 293, 1457, 100.44, 293, 1457, 100.47, 300, 1492, 100.47, 293, 1457, 100.50, 293, 1457, 100.53, 293, 1457, 100.57, 293, 1457, 100.59, 293, 1457, 100.64
h_003, 1024, 3480, 0.00, 296, 1379, 0.00, 292, 1349, 0.00, 291, 1330, 8.38, 292, 1349, 8.38, 292, 1349, 8.38, 292, 1349, 8.39, 292, 1349, 8.39, 292, 1349, 8.39, 292, 1349, 8.39, 292, 1349, 8.39, 292, 1349, 8.40, 292, 1349, 8.40
h_004, 1024, 3624, 0.00, 400, 1987, 0.00, 392, 1921, 0.00, 389, 1903, 5.61, 392, 1921, 5.61, 392, 1921, 5.66, 392, 1921, 5.70, 392, 1921, 5.71, 392, 1921, 5.75, 392, 1921, 5.78, 392, 1921, 5.81, 392, 1921, 5.84, 392, 1921, 5.87
h_005, 843, 3995, 0.00, 794, 3896, 0.00, 159, 567, 0.00, 159, 567, 80.48, 159, 567, 80.48, 159, 567, 80.65, 159, 567, 80.82, 159, 567, 80.82, 159, 567, 81.00, 159, 567, 81.17, 159, 567, 81.44, 159, 567, 81.71, 159, 567, 81.97
h_006, 2002, 4096, 0.00, 483, 1723, 0.00, 482, 1719, 0.00, 482, 1719, 0.02, 482, 1719, 0.03, 482, 1719, 0.03, 482, 1719, 0.03, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.04, 482, 1719, 0.05, 482, 1719, 0.05
h_007, 2001, 4096, 0.00, 458, 1667, 0.00, 458, 1667, 0.00, 458, 1667, 0.01, 458, 1667, 0.01, 458, 1667, 0.02, 458, 1667, 0.02, 458, 1667, 0.02, 458, 1667, 0.02, 458, 1667, 0.02, 458, 1667, 0.03, 458, 1667, 0.03, 458, 1667, 0.03
h_008, 1024, 5222, 0.00, 333, 2129, 0.00, 331, 2083, 0.00, 320, 1892, 170.80, 331, 2083, 170.80, 331, 2083, 170.82, 331, 2083, 170.84, 331, 2083, 170.84, 331, 2083, 170.86, 331, 2083, 170.88, 331, 2083, 170.89, 331, 2083, 170.91, 331, 2083, 170.93
h_009, 1024, 5231, 0.00, 342, 2218, 0.00, 342, 2126, 0.00, 333, 1967, 244.27, 342, 2126, 244.28, 342, 2126, 245.36, 342, 2126, 246.43, 342, 2126, 246.43, 342, 2126, 247.51, 342, 2126, 248.60, 342, 2126, 249.68, 342, 2126, 250.77, 342, 2126, 251.82
h_010, 1024, 5471, 0.00, 549, 3678, 0.00, 548, 3650, 0.00, 548, 3636, 5.41, 548, 3650, 5.41, 548, 3650, 5.42, 548, 3650, 5.43, 548, 3650, 5.44, 548, 3650, 5.45, 548, 3650, 5.46, 548, 3650, 5.47, 548, 3650, 5.48, 548, 3650, 5.49
h_011, 1024, 5480, 0.00, 525, 3412, 0.00, 515, 3295, 0.00, 515, 3292, 1.14, 515, 3293, 1.14, 515, 3293, 1.15, 515, 3293, 1.16, 515, 3293, 1.17, 515, 3293, 1.17, 515, 3295, 1.18, 515, 3293, 1.18, 515, 3293, 1.19, 515, 3293, 1.20
h_012, 1024, 5487, 0.00, 563, 3546, 0.00, 563, 3527, 0.00, 563, 3526, 1.31, 563, 3527, 1.31, 563, 3527, 1.32, 563, 3527, 1.32, 563, 3527, 1.32, 563, 3527, 1.33, 563, 3527, 1.33, 563, 3527, 1.34, 563, 3527, 1.34, 563, 3527, 1.34
h_013, 2033, 5216, 0.00, 909, 3416, 0.00, 909, 3415, 0.00, 909, 3415, 0.03, 909, 3415, 0.04, 909, 3415, 0.04, 909, 3415, 0.04, 909, 3415, 0.05, 909, 3415, 0.05, 909, 3415, 0.06, 909, 3415, 0.06, 909, 3415, 0.06, 909, 3415, 0.07
h_014, 2029, 5219, 0.00, 884, 3309, 0.00, 884, 3309, 0.00, 884, 3309, 0.04, 884, 3309, 0.04, 884, 3309, 0.04, 884, 3309, 0.04, 884, 3309, 0.05, 884, 3309, 0.05, 884, 3309, 0.05, 884, 3309, 0.06, 884, 3309, 0.06, 884, 3309, 0.06
